Topic,Count,Name,Representation,Representative_Docs
63,18,63_female_female jesuit_protestant_jesuit,"['female', 'female jesuit', 'protestant', 'jesuit', 'disguise', 'school', 'warn', 'figure', 'jesuitess', 'catholic']","['attack stage fiction variety order manifestation write thing female appear regularly literary work polemic figure female Jesuit resilient newspaper continue find necessary debunk myth ought hardly nece sary newspaper female jesuit course necessary zealous Protestants English Jesuit Richard F Clarke note dismay continue fear female Hogan Popery Ibid Thomas Meehan Organization Catholic Church United States North American Review Jesuits Scranton Republican August training Jesuit Inter Ocean Chicago Illinois October Open Access Verhoeven open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License journal jesuit study UNThe fascination female Jesuit attribute factor atmosphere approach paranoia Jesuits disguise think work school', 'fig ure like female Jesuit difficult know people believe existence sin ister Jesuitess context widespread antijesuit hostility deep commitment bifurcate model gender relation polemic attack female Jesuit win large audience cut national social border appear fictional work long consider literary canon esteem time Great Britain United States stock figure popular shortlive anticatholic polemic majoritycatholic nation like France lead anticlerical french historian Jules Michelet warn sinister working female adversary shall Queen Victoria avid reader work unveil presence female jesuit sign credibility attach female Jesuit Catholic writer force deny existence figure like credible figure menace female Jesuit think different guise understanding member', 'Jesuitesses pave way societys plot particularly goal enrol wealthy young woman school play female Jesuit crucial win trust mother convince entrust edu cation beloved daughter Society success strategy Michelet warn startling daughter lead family France mold Jesuit teacher sinister principle enrol rank female Jesuit religious Britain United States Protestant writer take note occur France quickly detect Jesuit female order home American Protestant Magazine declare Ladies Sacred Heart order count house total house United States Jesuitesses powerful auxiliary spread account female jesuit channel United States Britain Auricular Confession Popish Nunneries William Hogan renegade priest author series sensa tional anticatholic polemic recount']"
64,17,64_mayer_inquisition_inquisitor_trial,"['mayer', 'inquisition', 'inquisitor', 'trial', 'galileos', 'galileo', 'precept', 'roman inquisition', 'lynn', 'tribunal']","['book review Thomas F Mayer Roman Inquisition Papal Bureaucracy Laws Age Galileo Haney Foundation Series Philadelphia University Pennsylvania Press Pp Hb twodecadeold renaissance study early modern inquisi tion reach point largescale synthese begin appear work Christopher Black Andrea Del Col Francisco Bethencourt particular provide overviews inquisitorial operation early modern Europe colony remarkably despite work narrowly focus study precede Sacred Congregation Holy Office Roman Inquisition subject detailed examination sake Thomas Mayers work fill large deep hole literature indispensable future work catholic inquisition Mayer reveal work introduction fact set write book inquisition subtitle hint real target trial Galileo intend chapter examine Inquisition', 'Book Reviews journal jesuit study UN Thomas F Mayer Roman Inquisition try Galileo Philadelphia University Pennsylvania Press Pp Hb volume follow previous book Roman Inquisition Papal Bureaucracy law Age Galileo Philadelphia University Pennsylvania Press Roman Inquisition stage Italy Philadelphia University Pennsylvania Press book cover period analyze historian describe separate trial trial condemn heliocentric hypothesis censor Copernicuss De revolutionibus trial specifi cally focus Galileos response early verdict result Galileos condemnation prohibition Dialogue World Systems confinement house arrest Mayers account unique monograph Galileos condemnation approach trial perspective legal historian rely Inquisitions terminology consider defini tion case opening dossier Mayer arguescontrary previous interpretationsthat', 'idea Galileos objection mild fashion look grumpy result precept Michelangelo Seghizzi Holy Office abandon completely copernicuss idea warning precept common combination early modern period Mayer demonstrate Chapter reconstruct Roman Inquisitions understanding admonition precept examination canon law legal practice rely numerous textual source include popular manual medieval commentary Gratians Decretum Mayer emphasize lack consensus permanence force precept examination warning precept issue Roman Inquisition Mayer conclude Inquisition regularly issue warning precept precept Galileo receive legal legitimate njournal jesuit study UN Book Reviews Mayer pay close attention large diplomatic politi cal context roman Florentine official operate role play individual Inquisition ecclesiastical hierarchy include']"
65,17,65_und_der_die_des,"['und', 'der', 'die', 'des', 'zu', 'aus', 'den', 'ingolstadt', 'katholische', 'das']","['Germany Notre Dame University Notre Dame Press Galaxis Borja González die jesuitische Berichterstattung über die Neue Welt zur Veröffentlichungs Verbreitungs und Rezeptionsgeschichte jesuitischer Americana auf dem deutschen Buchmarkt Zeitalter der Aufklärung Göttingen Vandenhoeck Ruprecht Bernd Hausberger Für Gott und König die Mission der Jesuiten m kolonialen Mexiko Munich R Oldenbourg Hausberger Jesuiten aus Mitteleuropa Johannes Meier et al Jesuiten aus Zentraleuropa Portugiesisch und SpanischAmerika Ein biobibliographische Handbuch vol Münster Aschendorff Verlag old work remain standard text subject Bernhard Duhr Geschichte der Jesuiten den ländern deutscher Zunge vol MünchenRegensburg Verlagsanstalt vorm G J Manz Anton Huonder Deutsche Jesuitenmissionäre des und jahrhundert', 'und Jahrhundert Geschichte des katholischen Gesangbuchs ed Dominik Fugger Andreas Scheidgen Tübingen Francke Verlag Lik ely absence jesuitcontrolle press Hildesheim lead Hammer seek publication songbook Mainz Andreas Scheidgen Mainz Würzburg Bamberg Fulda Trier Limburg Luxemberg Geschichte des katholischen Ge sangbuch Mainz Cantual Irmgard Scheitler Lied und katholische Katechese m und Jahrhundert Jahrbuch für Liturgik und Hymnolo gie Michael Härting Das deutsche Kirchenlied der Barockzeit Geschichte der katholischen Kirchenmusik ed Karl Gustav Fellerer Kassel Bärenreiter note influence Mainz Cantual Alte Catholische Geistliche Kirchengesäng diocese Paderborn Paderborn Matthäus Pontanus Geistliches Psalterlein darinn die außerlesenste alt und newe Kirchen unnd Haußgesäng neben den', 'Günter Hess Der Tod des Seneca Studien zur Kunst der Imagination Texten und Bildern des und jahrhundert Veronika Lukas wilfrie Stroh Claudia Wiener Günter Hess ed Christus und Cupido Embleme aus Jacob Baldes Poetenklasse von Ruprecht Wimmer Adrian Hsia ed Mission und Theater China und Japan auf den deutschen Bühnen der Gesellschaft Jesu discuss detail ht r eference modest project croala document Croatian neoLatin writer Jesuits httpwwwffzgunizghrklafilcroala Ladisla v Kačic Svorad Zavarský ed Aurora Musas nutrit die Jesuiten und die Kultur Mitteleuropas m Jahrhundert acta conventus Bratislavae September Bratislava Slavistický Ústav Jana Stansilava eg genre Promotionsschriften Elisabeth Klecker Neulatein der']"
66,15,66_hungary_jesuits_sweden_transylvania,"['hungary', 'jesuits', 'sweden', 'transylvania', 'jesuit', 'catholic', 'german', 'century', 'habsburg', 'eighteenth']","['entitle Jesuits ultramontane manliness Jesuits arrive Stockholm mis sion Sweden matter fact try sixteenth century convert King John III reunite Sweden Catholic Church success come Queen Christina daughter King Gustavus II Adolphus defender protestantism Thirty Years War send letter superior general Jesuits ask instruction catholic faith result leave throne convert Catholicism Innsbruck live Rome rest life bury crypt St Peter historical background combine strong protestant prejudice jesuit unwelcome Sweden nineteenthcentury return personification ultramontanism Catholic peril pious Catholic Queen Josefina influence Pope Pius IX stop Jesuit activity Sweden avoid deterioration journal jesuit study UN delicate situation Church country year death arrive', 'de Vitoria Vienna later Hungarian Gregorius Vásárhelyi translator Canisiuss catechism Hungarian die year Upper Hungary Cluj Transylvania Jesuits experience adversity portray work heroic context baroque piety understanding world place God evident instance Manductio superior general Society Tirso González de Santalla portray Jesuits work Hungary glorious see christian hero struggle Mohammedan Hydra Muslim Turks enemy Protestants Shore turn event Košice time small town presentday Slovakia fortress outside turkish Hungary Habsburg possession hold national insurgent Habsburgs Košice Habsburg rule cathedral St Elizabeth Lutherans decade give Jesuits Calvinist George Rákóczi prince Transylvania occupy Košice allow execution Jesuits István Pongrácz Transylvania Melchior Grodziecki Poland', 'Book review UN Paul Shore Narratives Adversity Jesuits Eastern Peripheries Habsburg Realms Budapest New York Central European University Press Pp Hb Euros Paul Shore publish important contribution history Jesuits eastern early modern Europe notably book jesuit Politics Religious Pluralism EighteenthCentury Transylvania Ashgate publish book Jesuits eastern part Habsburg realm seventeenth eighteenth century periph erie question country historic kingdom Hungary Upper Hungary presentday Slovakia Habsburg rule inde pendent Transylvania center historic Hungary Danube basin occupy Turks midseventeenth century reconquer imperial army book small chapter Jesuit mission Belgrade Jesuits come Trnava Upper Hungary invite archbishop Esztergom rebuild Catholicism Protestantinfluenced area include Juan']"
67,15,67_library_croatia_zagreb_croatian,"['library', 'croatia', 'zagreb', 'croatian', 'college', 'dubrovnik', 'šaproficović', 'vegh', 'collection', 'šaproficović vegh']","['give slow decline number jesuit generally January croatian province Society Jesus number jesuit include priest seventeen brother scholastic novice respondent show strong interest modernization library Open Access ŠaproFicović Vegh open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License n history Jesuit Libraries Croatia journal jesuit study UN believe maintenance accessibility collection improve implementation computerized library program Conclusions Croatian Jesuits achieve prominence cultural scientific develop ment home abroad number activity include scholarly pursuit Jesuit library Croatia play important historical role pursuit knowledge region primarily college croatian capital Zagreb Požega RijekaVaraždin Osijek Dubrovnik library college city Collegium Ragusinum play especially', 'close library scatter plunder book survive Portions collection Jesuit college today invaluable patrimony large Croatian librarie keyword jesuit Croatia translation Dubrovnik college Zagreb college Varaždin college Požega college Rijeka college library history old rare book collection introduction jesuit arrive Croatian soil midsixteenth century invitation shortly founding Society Jesus seventeenth century Open Access ŠaproFicović Vegh open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License journal jesuit study UN establish high school call college region city Dubrovnik Zagreb Rijeka Požega last century important pedagogical institution Croatia result outstanding contribution famous jesuit intel lectual field condition obtain permission establish college presence', 'journal jesuit study ŠaproFicović Vegh doi open access article distribute term Creative Commons Attribution Noncommercial Unported CCBYNC License UNbrillcomjjs history Jesuit Libraries Croatia Overview Marica ŠaproFicović City Library Dubrovnik Croatia Željko Vegh City Library Zagreb Croatia zveghkgzhr Abstract purpose study provide historical overview Jesuit library Croatia foundation present know library Jesuit high school call college establish seventeenth century article deal foundation library Jesuit college Zagreb Varaždin Požega Rijeka Dubrovnik emphasize role support education dissemination knowl edge library witness strong influence Jesuits college spiritual educational intellectual life croat highlight respect famous library Jesuit school Dubrovnik Collegium Ragusinum suppression Jesuit order college']"
68,15,68_ursula_fugger_octavian_canisius,"['ursula', 'fugger', 'octavian', 'canisius', 'fuggers', 'family', 'ursula fugger', 'child', 'frau', 'daughter']","['upbringing son daughter considerable onwards Fuggers entrust education eld boy Jesuits send Philipp Octavian study Collegium Germanicum Rome letter superior Canisius positively line Ursulas initiative son send Father Canisius deliver letter write Borja Ursula Fugger testimony usual charity piety bring dona tion support order come right time husband child Fugger family want prayer happen pleasure owe thank God son resident Collegium Germanicum character hope display great piety Ursula Fugger regularly ask Canisius advice spiritual issue thing family good form um die Familie richtig beisamman zu halten husband appreci ate Canisiuss opinion upbringing child future child course arrange careful deliberation plan', 'Octavian join Jesuits discuss Society seven year partly Octavians hesitant response idea Canisius inform superior general speak Frau Fugger son Octavian promise response writing examine Octavian continue difficult Frau Fugger ask write letter son Octavian leave thirty year marriage Georg Ursula Fugger fourteen child son daughter die age thirteen Schad Die Frauen f information life Octavian Secundus Norbert Lieb Octavian Secundus Fugger und die Kunst Tübingen JCB Mohr pce Ibid Ibid Ibid Open Access laquaodonnell open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License n Family Matters Peter Canisius Confessor journal jesuit study UNquestions desire plan Jesuit Octavian', 'year Ursula decide pilgrimage Rome September Ursula Johann Fugger Susanna set journey accompany exorcist Jesuit father Augsburg happy initiative fit impatience pastoral sheep Canisius write Fuggers pce Ibid pce Open Access laquaodonnell open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License n Family Matters Peter Canisius Confessor journal jesuit study UNalready demand attention present arrange Frau Ursula return home soon look family cau tione superior general give Fuggers attention agree advice Hoffaeus warn Borja Rome Frau Ursula Herr Johannes skilled persuasion pull confessor direction like arrival city pilgrim wel come audience pope Augsburgs absent bishop Cardinal Truchseß von']"
69,14,69_thjülen_iturriaga_thjülens_father,"['thjülen', 'iturriaga', 'thjülens', 'father', 'conversion', 'reason', 'father iturriaga', 'vow', 'affection', 'iturriagas']","['Thjülen contend point Catholic doc trine rest insufferable arrogance deprive vulgar person power examine fundamental faith unnamed Jesuit basically shrug shoulder Ma ché angrily church found Jesus Christ mean believe folly malevolent Luther worship Devil Hell Emotions run high Thjülen idiom mark historical context word fall like spark fire near powder Harquebus explosive moment different figure appear scene step forward uncertainty Father Emmanuele Iturriaga native Puebla de Los Angeles City Angels dignified Father Divine Intention express Ananias conceive ardent desire live faith conversion Father Iturriaga see distressed swede seek dissipate tension assure Thjülen Jesuits word far spir ite inappropriate Thjülen', 'arrive kind reason conclusion fear lose hold number year find Catholic Faith insufficient uncertain indicate land sufficient reason measure certainty Reason pave way religious conversion augustinian case paradigmatic end conversion narrative describe relin quishing human reason nature Thjülens conver sion prefigure reference Ananias Saul follow reason adhere Gods command Ananias simply conduit Holy Spirit shake scale pauls eye mean Iturriaga Thjülens conduit shape affection young man believe text make clear moment inquietude instability dissolve soothe presence Father Iturriaga figure rest place conduit end voyage Iturriaga turn relationship book word Scripture clear conversion firm affective spiritual exercise instruct Thjülen choose Maxims', 'act Thjülen find strengthen bud friendship Iturriaga invite share drink mexican chocolate moment forward Iturriaga continue cultivate treat e extreme affability invite join chocolate break give time time little gift token affection bear great affection difficulty discussion Religion disagree defend well know cede oblige rea sonable evidence Iturriaga set certain mood bring spirit conviviality keep man communicate disagree particular beginning spiritual intellectual friend ship hinge Thjülen pivot Catholicism insist affective contour spiritual friendship Iturriaga Thjülen large detail Thjülen subsequently reveal thing write conference difficult defect language express understand Father Iturriaga speak language spanish Latin begin stammer spanish word Latin great']"
70,14,70_bell_roque_sound_roque gonzález,"['bell', 'roque', 'sound', 'roque gonzález', 'devil', 'acoustic', 'sepp', 'peal', 'ring', 'toelle']","['son Quality kind Procurator go Indies Rome have Bell allow protect important note english translation differ original German quote footnote English version bell ring earth german original question bell bring heaven angel Sepp wonder german original ist unbewußt ob die Heiligen Engel solche vom Himmel gebracht English legend origin bell tributed German Sepp say hear Mexico obvious missionary know legend bell peal submerge hide apply unfamil iar circumstance New World difficult extent indigenous knowledge reflect quintessentially jesuit story adaptation apply material culture mysterious miraculous big bell fuse order plenty small bell like case arrowhead bell metal bell power transfer little', 'enco mendero provide charge church bell image Lady letter Jesuit Roque González de Santa Cruz recall new mission settlement Itapúa start bell peal cross clear mission settlement bell hang deliberately obvious sense suppose antipagan power civilize medium bell mass medium available missionary communicate resident call everybody prayer church work instal european time pattern sound Europeans feel home Europe bell suppose apotro paic work chase away demon mission context acquire add layer acoustic significance establish new common christian soundscape superimpose pagan bell acous tic hegemony Christians audible want listen ultimately bell loud obvious longestlaste feature acoustic hegemony see potentially achieve final', 'Bible aloud Roque González start propagate sound God pealing bell canonize Saint Roque figure hold intact heartand bell beneath foot obvious murderer keep Roque ring bell time indigenous people picture know bell aware quest acoustic hegemo ny commence Montoya construct story blackandwhite narrative call cacique Ñecu presume instigator killing slave devil describe indigenous murderer vile mali cious killer advantage missionary ingenuousness construct story bell Roque González embody bell martyr soul ascend heaven con repique de campanawith ringing fight acoustic hegemony bell encapsulate story incidentally sound bell see appeal Christians poten tial convert Jesuits certain indigenous nonChristians lure church new sound']"
71,12,71_molina_molinas_aichele_kaufmann,"['molina', 'molinas', 'aichele', 'kaufmann', 'exercises', 'edition', 'single', 'indies', 'molina provide', 'volume']","['Accordingly Molina provide lens social moral sensibility Iberian academy time slavery war hotly debate relation nonChristians distant land João Manuel Fernandes adeptly develop subject startingpoint Molinas classroom Évora examine jesuit play critical geopolitical role imperial court Europe act confessor court Nicolas Caussin highlight right language topic receive great attention study Molina Ronald Schüssler aptly underscore Molina provide catalyst liberaltrending catholic moral theology seventeenth century emphasize Molinas influence subsequent generation Jesuits development theory international trade final medieval source subsequent debate dominican theologian Romano Cessario employ hermeneutic lens Jesuit practice pedagogy historical origin explain Molina matter concursus move creatively letter Thomas Aquinass', 'expect find xiv add goal Kaufmann Aichele foster great understanding Molinas intellectual development separate legacy bear volume attest Molinas prominence early modern european theological circle lead Jesuit theologian generation overstate influence work Dominican friar Francisco de Vitoria Molina formulate concept ius gentium topic comprise book particular emphasis absolute liberty human person essay Aichele offer extensive analysis way Molina craft real logical possibility human liberty posit Gods concurrence cause human action position take extreme Jansenists highlight condemnation order Petr Dvorák second essay focus concept scientia medium indicate point Molina depart Aquinass standing divine foreknowledge order create position human morally responsible action', 'Dvorák note critical contribution thomistic study influential subsequent Jesuit moralist Suárez Vázquez Valencia Arrubal essay section Juan Cruz Cruz excellently historicize Molinas writing broad Jesuit context include Ignatian Spiritual Exercises contemporary debate Dominicans human freedom standard orthodoxy Molina provide doctrinal teaching Claudio Acquaviva request order adhere foreshadow essays journal jesuit study UN book Cruz note Molinas influence evident writing protestant scholar later philosopher like Leibniz Kant section volume take critical step fill notable gap modern historiography contribution Molina mod ern theology RightsBased Theory Law contributor concen trate Molinas conception socalled personal right relation broad discourse Iberian Scholasticism Jörg Alejandro Tellkamp']"
72,12,72_procuranda_de procuranda_acosta_acostas,"['procuranda', 'de procuranda', 'acosta', 'acostas', 'shepherd', 'peru', 'de', 'josé de', 'evangelical', 'acosta de']","['koninklijke brill nv leiden doi UNjournal jesuit study brillcomjjs assess indigenous form Writing José de Acostas View Andean Quipus Contrast chinese Letters Ana Carolina Hosne Marie Curie Fellow Gerda Henkel Foundation University Heidelberg anahosneasiaeuropeuniheidelbergde Abstract article Jesuit José de Acostas interest Andean quipus analyze evolve work begin preface De procuranda indorum salute reach point arrival Historia natural y moral de las Indias De procuranda Acosta establish different category barbaric nation place Indians Mexico Peru chinese Japanese belong category barbaric nation judgement sta ble republic law fortify city andmost importantly Acostas eyesuse knowledge letter Historia Acosta resume aspect classification focus lettersor', 'problem Shepherds analysis Acostas call reform Peru surprisingly author detail context Acostas evangelical reform notice total absence indisput able watershed history early modern Catholicism major influence De procuranda Council Trent contro versie engender De procuranda early attemptthe decree reach Lima October adapt Tridentine Catholicism andean soil decade missionary work religious order Acosta Tridentine precept essential achievement overarching goal Indias Occidentales salvation native peoplesa title Acostas work Latin De procuranda Indorum salute indicate introduction doctrine faith par ticular emphasis mystery Christ administration sacrament especially Eucharistessential salvation Indians important ministry Societyare thoroughly deal book De procuranda Trent cite high authority Keen Shepherd', 'Gregory J Shepherd José de Acostas De procuranda Indorum salute Evangelical Reforms Colonial Peru Currents Comparative Romance Languages Literatures volume New York Peter Lang Pp Hb Society Jesus member work compose different part world ongoing source inspiration scholar outside field Jesuit study Gregory J Shepherds José de Acostas De procuranda Indorum salute Evangelical Reforms Colonial Peru case point Shepherd take subject brief book De procuranda Indorum salute Jesuit José de Acosta define missionary manual introduction Shepherd propose analyze De procuranda lit erary perspective examine consider main component subtext prologue intertext time acknowledge importance examine De procuranda multifaceted context include influence']"
73,12,73_canada_regis_regis college_college,"['canada', 'regis', 'regis college', 'college', 'canadian', 'english canada', 'toronto', 'montreal', 'gavin', 'program']","['serve principally Jesuit scholastic include study philosophy humanity social science follow second Vatican Council Regis College develop scope mission include ecumenical outreach lay forma tion Regis College found member Toronto School Theology tst ecumenical consortium seven theological faculty college locate St George Campus University Toronto ut obtain civil charter Government Ontario Regis College Act Regis College affiliate ut memorandum agreement enable member tst grant civil degree theology conjointly ut result affiliation Regis College ut Regis Library constituent library large university library system North America twentyone million aggregate holding Regis College library locate Loretto Abbey close rail line harbor downtown Toronto', 'Book Reviews journal jesuit study UN Joseph B Gavin SJ Teachers Nation Jesuits English Canada Jesuit History Series Volume Toronto Novalis Pp Hb cdn new volume Joseph B Gavin SJ return Jesuits Canada offer compact history Jesuit pedagogy Canada present day cope vast expanse canadian geography history book conveniently divide Jesuit college mission geographical region specifically Montreal Ontario Atlantic Canada Western Canada early mission Canada Jesuits evolve canadian province englishspeake viceprovince finally English speak province introduction Jacques Monet SJ outline high light English Jesuits Canada progress french mission englishspeake canadian province Gavin explain Jesuits officially restore suppression Rome canadian clergy', 'UN f rom Regis College offer program philosophical study require priesthood Regis College add program theological study require priestly ordination curriculum Sacred Congregation Seminaries Universities designate Regis College Toronto section Facultés de la Compagnie de Jésus au Canada Toronto Section Regis College formally associate Collège de lImmaculée Conception old montreal section ecclesiastical faculty found amalgamation theology program inaugu rate TroisRivières philosophy program begin Québec City Regis College School Sacred Theology St Marys University Halifax Nova Scotia enable graduand receive civil degree theology Regis College suspend philosophy program continue exclusively theologi cal school college reintroduce small study program pre theology program']"
74,12,74_woman_house_vannes_retreat,"['woman', 'house', 'vannes', 'retreat', 'catherine', 'women', 'champion', 'retreat house', 'female', 'spiritual']","['action gradually superimpose classical form female patronage desire render concrete house woman house man open door Vincent Hubys direction Catherine begin finance retreat downtrodden time continue wel come woman direct Adrian Daran small house see practical organization Jesuit attend matter spiritual great fruit house man harvest wish désir similar establishment Catherine manage désiran important word process listen inner movementsand distrust local clergy inno vation support Bishop Charles Rosmadec vicar Kerlivio decide finance construction house garden ursuline Vannes guarantee new mission orthodoxy interesting motivate sort missionary urgency Champion use term Catherine obtain permission use period construction organize retreat country housesome woman', 'Champion relate event surround death Vannes March Champion describe entire community unite Catherines body expose retreat house chapel citys inhab itant join bishop neighboring diocese jesuit obtain Catherines heart view preserve col lege chapel build patronage laity find Monsieur dArgouges president Parlement Brittany transfer Rennes Vannes wife Champion insist thank support Madame dArgouges women retreat house permanently establish Vannes personally participate retreat give legitimacy work creation similar house Paris direction Madame de Miramion Champions insistence stem fact Vie commission bishop Vannes François dArgouges president son Carlo Gr egorio Rosignoli Notizie memorabili degli Esercizi Spirituali Milan Federico Agnelli Pierr e Champion', 'ensure heart bury college Vannes help finance Catherines distinction use wealth local status order promote ignatian piety local woman end found female retreat house mirror Jesuits found man Vannes year early woman social class encourage come week instruct demoiselle Spiritual Exercises catherine commitment retreat house turn enable local woman far lowlier status fulfill vocation example illiterate peasant woman play role catechize female neighbor establishment women retreat house achieve Catherine clear defiance societys leader Rome collaboration local Jesuit priest death contribution Vannes mission celebrate Jesuit Pierre Champion publish threepart biography founder retreat house include Mademoiselle de Francheville alongside male priest clearly']"
75,12,75_open access_access_open_commons attributionnoncommercial,"['open access', 'access', 'open', 'commons attributionnoncommercial', 'attributionnoncommercial unported', 'attributionnoncommercial', 'ccbync license', 'creative commons', 'unported ccbync', 'ccbync']","['Open Access Drèze open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License', 'Haskell open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License', 'author open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License']"
76,11,76_et_des_open access_open,"['et', 'des', 'open access', 'open', 'access', 'de', 'mostaccio', 'le', 'commons attributionnoncommercial', 'attributionnoncommercial unported']","['mentalités autour de Henri iii Paris Honoré Champion P ernot Lunivers spirituel J acqueline Boucher Lordre du St Esprit dans la pensée politique et religieuse de Henri iii Cahier dhistoire PeteyGirard Le mécénat de la parole Fabienne Le Bars Le reliure des livre essai de typologie Henri iii mécène Open Access Broomhall open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License journal jesuit study UNdevise LEstoile sympathetic observer note theatricality procession March Henri dress garb fellow participant include brother Emont Auger Jesuit merly street performer exhibit trait manner Malet recall atmosphere piety court naming Auger star highlight extraordinary', 'La vie des fondateur particular Alain Cr oix Le Parlement de Bretagne histoire et symbole Rennes Presses Universitaires de Rennes Champion La vie des fondateur dedicat ory letter Monseigneur François dArgouges Champion La vie des fondateur Open Access Mostaccio open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License journal jesuit study UNa matter underline local character retreat house support Catherine Jesuit project Breton feel thread connect creator particularly Fathers Adrien Daran Vincent Huby continue tell story de la Piltière Champion connect way Breton mission Father Daran begin jour ney Hurons North America confrère Lallemant Brebeuf complete Vannes Huby', 'Eucharist require priest underline image commentary approach divine Eucharist adore FrançoisGérard Dictionnaire des éditeur destampe à Paris sous lAncien Régime ed Maxime Préaud et al Paris Promodi Sauvy Le miroir du coeur Cit ed Sauvy manuscript Hubys Apologie ibid Ibid fig F man ibid fig Open Access Mostaccio open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License n shape Spiritual Exercises journal jesuit study UN Figure F rançois Gér ard Jollain La vie mondaine Bibliothèque nationale de France Réserve Courtesy Bibliothèque nationale de France Open Access Mostaccio open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License']"
77,11,77_azevedo_emotion_verse_latin verse,"['azevedo', 'emotion', 'verse', 'latin verse', 'letter', 'emotions', 'haskell', 'suppression', 'history emotions', 'emanuel de']","['study emotion express openly volume publish title Heroum libri ad heroas epistolae book heroic verse letter volume question comprise distinct related work dedi cat General Grigory Potemkin Catherine Greats lover trust confidante minister rousing jubilant verse letter dedication thank Russians protect Jesuits Azevedo announce candid statement prose formal preface poem publish call book Tristia Sad thing explain write expose latin verse public scrutiny feel need assuage grief oppress hear expulsion lusitanian brother homeland expulsion Jesuits portuguese territory apparently time Azevedo make clear source painful emotion advert roundabout way volume translate sonnet indication pre ent work intend internal Jesuit audience russian', 'UN Haskell DOI open access article distribute term Creative Commons Attribution Noncommercial Unported CCBYNC License jesuit study brillcomjjs Suppressed Emotions Heroic Tristia portuguese exjesuit Emanuel de Yasmin Haskell University Western Australia yasminhaskelluwaeduau Abstract article pilot large project emotion suppression Society Jesus view prism latin writing jesuit period propose case study portuguese exjesuit Emanuel de Azevedo live suffer internal exile Italy Rome Veneto second half eighteenth century Azevedo compose large quantity latin verse unhappy year fourbook epic poem return Jesuits expel american colony twelvebook description city Venice main focus Azevedos collection latin verse epistle epistolae ad heroas Venice loosely model Ovid', 'befall friend summon suffering heart cause excruciating pain esti mable man letter bring sonnet request translation insistence come visit time day fulfil commission advise far see Azevedo turn latin verse distract painful emotion presumably suppression shall find Emanuel de Az evedo Raccolta di sonetti scelti tradotti versi esametri latini da Nicandro Jasseo p Venice Antonio Zatta accord anonymous biography arsi work facility clarity translation receive copy rare arsi Vitae f translation p ossibly dedicatee Girolamo Ascanio Molin Azevedo Raccolta di sonetti Al Lettore translation Open Access Haskell open access article distribute term Creative Commons AttributionNoncommercial Unported CCBYNC License UNjournal jesuit']"
78,11,78_chaplain_irish_ireland_delaney,"['chaplain', 'irish', 'ireland', 'delaney', 'dublin', 'delaneys', 'easter', 'british', 'military', 'army']","['nationalist sympathy religious political fault line Ireland time frequently description Unionists Protestants real sour faced type example lift directly nationalist catholic literature day political social divide Irish Catholics AngloIrish Protestants chronicle diary entry fact life tension Delaneys life n Book Reviews journal jesuit study UNmany Ireland come clear relief accept appointment roman Catholic chaplain British Army second half World War Delaney like catholic chaplain serve priest soldier fellow Catholics like Irishmen fight empire Ireland time United Kingdom consequently irishman army English Welsh Scottish Catholics need priest able work earn respect English Protes tant officer line France Belgium despite objection behavior', 'experience par ish church country retreat director priest Saint Francis Xavier Church Gardiner Street near Belvedere College able use military chaplaincy skill chaplain Dublin Metropolitan Garda Sio chána Dublin contingent Irelands National Police die sadden read account obituary reference service chaplain British Army period Morrissey note likely nationalist sentiment prevalent Ireland tendency downplay irish service british military Father Delaney devoted Jesuit priest humble Dublin neighborhood clearly nationalist Delaney like irish man period Ireland United Kingdom serve british military variety reason important chapter nBook Reviews journal jesuit study exemplary life service Jesuit priest receive attention merit thank Morrisseys timely readable book', 'Book Reviews journal jesuit study Thomas J Morrissey SJ Easter Week Flanders Field Diaries Letters John Delaney SJ Dublin Messenger Publications Pp Pb euro Father Morrissey excellent job weave passage John Delaneys diary letter bring life experience Dublin Easter rise roman Catholic chaplain serve British Army year World War provide necessary background information transition passage publication book year discovery diary Jesuit archive Dublin welltimed valuable contribution cel ebration reflection hundredth anniversary Easter rise editor note firsthand account rebellion Dublin Father Delaneys observation April informative interesting reading book unique contribution juxtaposition Father Delaneys contact civil ians Volunteers irish rebel british force']"
